Scenario,Year,Disease,AgeGroup,Incidence,95% CL
0,2021,chronic obstructive pulmonary disease,65+,26,0
0,2021,chronic obstructive pulmonary disease,total,71,0
0,2021,diabetes,0-5,6,0
0,2021,diabetes,06-17,12,0
0,2021,diabetes,18-64,247,1
0,2021,diabetes,65+,149,1
0,2021,diabetes,total,414,1
0,2021,low birth weight,0-5,0,0
0,2021,low birth weight,06-17,1,0
0,2021,low birth weight,18-64,79,1
0,2021,low birth weight,65+,0,0
0,2021,low birth weight,total,80,1
0,2021,coronary heart disease,0-5,0,0
0,2021,coronary heart disease,06-17,0,0
0,2021,coronary heart disease,18-64,36,0
0,2021,coronary heart disease,65+,93,1
0,2021,coronary heart disease,total,129,1
0,2021,lung cancer,0-5,0,0
0,2021,lung cancer,06-17,0,0
0,2021,lung cancer,18-64,13,0
0,2021,lung cancer,65+,48,0
0,2021,lung cancer,total,61,0
0,2021,stroke,0-5,1,0
0,2021,stroke,06-17,1,0
0,2021,stroke,18-64,24,0
0,2021,stroke,65+,85,1
0,2021,stroke,total,111,1
0,2021,total,total,1073,3
0,2022,childhood asthma,0-5,89,1
0,2022,childhood asthma,06-17,115,1
0,2022,childhood asthma,18-64,0,0
0,2022,childhood asthma,65+,0,0
0,2022,childhood asthma,total,204,1
0,2022,chronic obstructive pulmonary disease,0-5,0,0
0,2022,chronic obstructive pulmonary disease,06-17,0,0
0,2022,chronic obstructive pulmonary disease,18-64,45,0
0,2022,chronic obstructive pulmonary disease,65+,26,0
0,2022,chronic obstructive pulmonary disease,total,71,0
0,2022,diabetes,0-5,6,0
0,2022,diabetes,06-17,12,0
0,2022,diabetes,18-64,246,1
0,2022,diabetes,65+,149,1
0,2022,diabetes,total,413,1
0,2022,low birth weight,0-5,0,0
0,2022,low birth weight,06-17,1,0
0,2022,low birth weight,18-64,79,1
0,2022,low birth weight,65+,0,0
0,2022,low birth weight,total,80,1
0,2022,coronary heart disease,0-5,0,0
0,2022,coronary heart disease,06-17,0,0
0,2022,coronary heart disease,18-64,36,0
0,2022,coronary heart disease,65+,95,1
0,2022,coronary heart disease,total,131,1
0,2022,lung cancer,0-5,0,0
0,2022,lung cancer,06-17,0,0
0,2022,lung cancer,18-64,14,0
0,2022,lung cancer,65+,49,0
0,2022,lung cancer,total,63,0
0,2022,stroke,0-5,1,0
0,2022,stroke,06-17,1,0
0,2022,stroke,18-64,24,0
0,2022,stroke,65+,86,1
0,2022,stroke,total,112,1
0,2022,total,total,1074,3
0,2023,childhood asthma,0-5,88,1
0,2023,childhood asthma,06-17,115,1
0,2023,childhood asthma,18-64,0,0
0,2023,childhood asthma,65+,0,0
0,2023,childhood asthma,total,203,1
0,2023,chronic obstructive pulmonary disease,0-5,0,0
0,2023,chronic obstructive pulmonary disease,06-17,0,0
0,2023,chronic obstructive pulmonary disease,18-64,45,0
0,2023,chronic obstructive pulmonary disease,65+,26,0
0,2023,chronic obstructive pulmonary disease,total,71,0
0,2023,diabetes,0-5,6,0
0,2023,diabetes,06-17,12,0
0,2023,diabetes,18-64,247,1
0,2023,diabetes,65+,149,1
0,2023,diabetes,total,414,1
0,2023,low birth weight,0-5,0,0
0,2023,low birth weight,06-17,1,0
0,2023,low birth weight,18-64,78,1
0,2023,low birth weight,65+,0,0
0,2023,low birth weight,total,79,1
0,2023,coronary heart disease,0-5,0,0
0,2023,coronary heart disease,06-17,0,0
0,2023,coronary heart disease,18-64,36,0
0,2023,coronary heart disease,65+,95,1
0,2023,coronary heart disease,total,131,1
0,2023,lung cancer,0-5,0,0
0,2023,lung cancer,06-17,0,0
0,2023,lung cancer,18-64,14,0
0,2023,lung cancer,65+,49,0
0,2023,lung cancer,total,63,0
0,2023,stroke,0-5,1,0
0,2023,stroke,06-17,1,0
0,2023,stroke,18-64,23,0
0,2023,stroke,65+,87,1
0,2023,stroke,total,112,1
0,2023,total,total,1073,3
0,2024,childhood asthma,0-5,85,1
0,2024,childhood asthma,06-17,115,1
0,2024,childhood asthma,18-64,0,0
0,2024,childhood asthma,65+,0,0
0,2024,childhood asthma,total,200,1
0,2024,chronic obstructive pulmonary disease,0-5,0,0
0,2024,chronic obstructive pulmonary disease,06-17,0,0
0,2024,chronic obstructive pulmonary disease,18-64,45,0
0,2024,chronic obstructive pulmonary disease,65+,26,0
0,2024,chronic obstructive pulmonary disease,total,71,0
0,2024,diabetes,0-5,6,0
0,2024,diabetes,06-17,12,0
0,2024,diabetes,18-64,246,1
0,2024,diabetes,65+,151,1
0,2024,diabetes,total,415,1
0,2024,low birth weight,0-5,0,0
0,2024,low birth weight,06-17,1,0
0,2024,low birth weight,18-64,77,1
0,2024,low birth weight,65+,0,0
0,2024,low birth weight,total,78,1
0,2024,coronary heart disease,0-5,0,0
0,2024,coronary heart disease,06-17,0,0
0,2024,coronary heart disease,18-64,36,0
0,2024,coronary heart disease,65+,96,1
0,2024,coronary heart disease,total,132,1
0,2024,lung cancer,0-5,0,0
0,2024,lung cancer,06-17,0,0
0,2024,lung cancer,18-64,14,0
0,2024,lung cancer,65+,49,0
0,2024,lung cancer,total,63,0
0,2024,stroke,0-5,1,0
0,2024,stroke,06-17,1,0
0,2024,stroke,18-64,24,0
0,2024,stroke,65+,88,1
0,2024,stroke,total,114,1
0,2024,total,total,1073,3
0,2025,childhood asthma,0-5,83,1
0,2025,childhood asthma,06-17,114,1
0,2025,childhood asthma,18-64,0,0
0,2025,childhood asthma,65+,0,0
0,2025,childhood asthma,total,197,1
0,2025,chronic obstructive pulmonary disease,0-5,0,0
0,2025,chronic obstructive pulmonary disease,06-17,0,0
0,2025,chronic obstructive pulmonary disease,18-64,46,0
0,2025,chronic obstructive pulmonary disease,65+,26,0
0,2025,chronic obstructive pulmonary disease,total,72,0
0,2025,diabetes,0-5,6,0
0,2025,diabetes,06-17,12,0
0,2025,diabetes,18-64,245,1
0,2025,diabetes,65+,151,1
0,2025,diabetes,total,414,1
0,2025,low birth weight,0-5,0,0
0,2025,low birth weight,06-17,1,0
0,2025,low birth weight,18-64,76,1
0,2025,low birth weight,65+,0,0
0,2025,low birth weight,total,77,1
0,2025,coronary heart disease,0-5,0,0
0,2025,coronary heart disease,06-17,0,0
0,2025,coronary heart disease,18-64,37,0
0,2025,coronary heart disease,65+,96,1
0,2025,coronary heart disease,total,133,1
0,2025,lung cancer,0-5,0,0
0,2025,lung cancer,06-17,0,0
0,2025,lung cancer,18-64,14,0
0,2025,lung cancer,65+,50,0
0,2025,lung cancer,total,64,0
0,2025,stroke,0-5,1,0
0,2025,stroke,06-17,1,0
0,2025,stroke,18-64,24,0
0,2025,stroke,65+,88,1
0,2025,stroke,total,114,1
0,2025,total,total,1071,3
0,2026,childhood asthma,0-5,81,1
0,2026,childhood asthma,06-17,113,1
0,2026,childhood asthma,18-64,0,0
0,2026,childhood asthma,65+,0,0
0,2026,childhood asthma,total,194,1
0,2026,chronic obstructive pulmonary disease,0-5,0,0
0,2026,chronic obstructive pulmonary disease,06-17,0,0
0,2026,chronic obstructive pulmonary disease,18-64,46,0
0,2026,chronic obstructive pulmonary disease,65+,27,0
0,2026,chronic obstructive pulmonary disease,total,73,0
0,2026,diabetes,0-5,6,0
0,2026,diabetes,06-17,12,0
0,2026,diabetes,18-64,246,1
0,2026,diabetes,65+,151,1
0,2026,diabetes,total,415,1
0,2026,low birth weight,0-5,0,0
0,2026,low birth weight,06-17,1,0
0,2026,low birth weight,18-64,75,1
0,2026,low birth weight,65+,0,0
0,2026,low birth weight,total,76,1
0,2026,coronary heart disease,0-5,0,0
0,2026,coronary heart disease,06-17,0,0
0,2026,coronary heart disease,18-64,36,0
0,2026,coronary heart disease,65+,98,1
0,2026,coronary heart disease,total,134,1
0,2026,lung cancer,0-5,0,0
0,2026,lung cancer,06-17,0,0
0,2026,lung cancer,18-64,14,0
0,2026,lung cancer,65+,50,0
0,2026,lung cancer,total,64,0
0,2026,stroke,0-5,1,0
0,2026,stroke,06-17,1,0
0,2026,stroke,18-64,24,0
0,2026,stroke,65+,88,1
0,2026,stroke,total,114,1
0,2026,total,total,1070,3
0,2027,childhood asthma,0-5,80,1
0,2027,childhood asthma,06-17,112,1
0,2027,childhood asthma,18-64,0,0
0,2027,childhood asthma,65+,0,0
0,2027,childhood asthma,total,192,1
0,2027,chronic obstructive pulmonary disease,0-5,0,0
0,2027,chronic obstructive pulmonary disease,06-17,0,0
0,2027,chronic obstructive pulmonary disease,18-64,46,0
0,2027,chronic obstructive pulmonary disease,65+,27,0
0,2027,chronic obstructive pulmonary disease,total,73,0
0,2027,diabetes,0-5,6,0
0,2027,diabetes,06-17,12,0
0,2027,diabetes,18-64,246,1
0,2027,diabetes,65+,151,1
0,2027,diabetes,total,415,1
0,2027,low birth weight,0-5,0,0
0,2027,low birth weight,06-17,1,0
0,2027,low birth weight,18-64,75,1
0,2027,low birth weight,65+,0,0
0,2027,low birth weight,total,76,1
0,2027,coronary heart disease,0-5,0,0
0,2027,coronary heart disease,06-17,0,0
0,2027,coronary heart disease,18-64,36,0
0,2027,coronary heart disease,65+,97,1
0,2027,coronary heart disease,total,133,1
0,2027,lung cancer,0-5,0,0
0,2027,lung cancer,06-17,0,0
0,2027,lung cancer,18-64,14,0
0,2027,lung cancer,65+,50,0
0,2027,lung cancer,total,64,0
0,2027,stroke,0-5,1,0
0,2027,stroke,06-17,1,0
0,2027,stroke,18-64,24,0
0,2027,stroke,65+,88,1
0,2027,stroke,total,114,1
0,2027,total,total,1067,3
0,2028,childhood asthma,0-5,78,1
0,2028,childhood asthma,06-17,111,1
0,2028,childhood asthma,18-64,0,0
0,2028,childhood asthma,65+,0,0
0,2028,childhood asthma,total,189,1
0,2028,chronic obstructive pulmonary disease,0-5,0,0
0,2028,chronic obstructive pulmonary disease,06-17,0,0
0,2028,chronic obstructive pulmonary disease,18-64,46,0
0,2028,chronic obstructive pulmonary disease,65+,27,0
0,2028,chronic obstructive pulmonary disease,total,73,0
0,2028,diabetes,0-5,6,0
0,2028,diabetes,06-17,12,0
0,2028,diabetes,18-64,246,1
0,2028,diabetes,65+,154,1
0,2028,diabetes,total,418,1
0,2028,low birth weight,0-5,0,0
0,2028,low birth weight,06-17,1,0
0,2028,low birth weight,18-64,74,1
0,2028,low birth weight,65+,0,0
0,2028,low birth weight,total,75,1
0,2028,coronary heart disease,0-5,0,0
0,2028,coronary heart disease,06-17,0,0
0,2028,coronary heart disease,18-64,36,0
0,2028,coronary heart disease,65+,98,1
0,2028,coronary heart disease,total,134,1
0,2028,lung cancer,0-5,0,0
0,2028,lung cancer,06-17,0,0
0,2028,lung cancer,18-64,14,0
0,2028,lung cancer,65+,50,0
0,2028,lung cancer,total,64,0
0,2028,stroke,0-5,1,0
0,2028,stroke,06-17,1,0
0,2028,stroke,18-64,24,0
0,2028,stroke,65+,88,1
0,2028,stroke,total,114,1
0,2028,total,total,1067,3
0,2029,childhood asthma,0-5,78,1
0,2029,childhood asthma,06-17,108,1
0,2029,childhood asthma,18-64,0,0
0,2029,childhood asthma,65+,0,0
0,2029,childhood asthma,total,186,1
0,2029,chronic obstructive pulmonary disease,0-5,0,0
0,2029,chronic obstructive pulmonary disease,06-17,0,0
0,2029,chronic obstructive pulmonary disease,18-64,45,0
0,2029,chronic obstructive pulmonary disease,65+,27,0
0,2029,chronic obstructive pulmonary disease,total,72,0
0,2029,diabetes,0-5,6,0
0,2029,diabetes,06-17,12,0
0,2029,diabetes,18-64,245,1
0,2029,diabetes,65+,154,1
0,2029,diabetes,total,417,1
0,2029,low birth weight,0-5,0,0
0,2029,low birth weight,06-17,0,0
0,2029,low birth weight,18-64,73,1
0,2029,low birth weight,65+,0,0
0,2029,low birth weight,total,73,1
0,2029,coronary heart disease,0-5,0,0
0,2029,coronary heart disease,06-17,0,0
0,2029,coronary heart disease,18-64,36,0
0,2029,coronary heart disease,65+,99,1
0,2029,coronary heart disease,total,135,1
0,2029,lung cancer,0-5,0,0
0,2029,lung cancer,06-17,0,0
0,2029,lung cancer,18-64,14,0
0,2029,lung cancer,65+,50,0
0,2029,lung cancer,total,64,0
0,2029,stroke,0-5,1,0
0,2029,stroke,06-17,1,0
0,2029,stroke,18-64,23,0
0,2029,stroke,65+,88,1
0,2029,stroke,total,113,1
0,2029,total,total,1060,3
0,2030,childhood asthma,0-5,77,1
0,2030,childhood asthma,06-17,107,1
0,2030,childhood asthma,18-64,0,0
0,2030,childhood asthma,65+,0,0
0,2030,childhood asthma,total,184,1
0,2030,chronic obstructive pulmonary disease,0-5,0,0
0,2030,chronic obstructive pulmonary disease,06-17,0,0
0,2030,chronic obstructive pulmonary disease,18-64,45,0
0,2030,chronic obstructive pulmonary disease,65+,27,0
0,2030,chronic obstructive pulmonary disease,total,72,0
0,2030,diabetes,0-5,6,0
0,2030,diabetes,06-17,11,0
0,2030,diabetes,18-64,244,1
0,2030,diabetes,65+,154,1
0,2030,diabetes,total,415,1
0,2030,low birth weight,0-5,0,0
0,2030,low birth weight,06-17,1,0
0,2030,low birth weight,18-64,72,1
0,2030,low birth weight,65+,0,0
0,2030,low birth weight,total,73,1
0,2030,coronary heart disease,0-5,0,0
0,2030,coronary heart disease,06-17,0,0
0,2030,coronary heart disease,18-64,36,0
0,2030,coronary heart disease,65+,99,1
0,2030,coronary heart disease,total,135,1
0,2030,lung cancer,0-5,0,0
0,2030,lung cancer,06-17,0,0
0,2030,lung cancer,18-64,14,0
0,2030,lung cancer,65+,50,0
0,2030,lung cancer,total,64,0
0,2030,stroke,0-5,1,0
0,2030,stroke,06-17,1,0
0,2030,stroke,18-64,24,0
0,2030,stroke,65+,89,1
0,2030,stroke,total,115,1
0,2030,total,total,1058,3
0,2031,childhood asthma,0-5,75,1
0,2031,childhood asthma,06-17,105,1
0,2031,childhood asthma,18-64,0,0
0,2031,childhood asthma,65+,0,0
0,2031,childhood asthma,total,180,1
0,2031,chronic obstructive pulmonary disease,0-5,0,0
0,2031,chronic obstructive pulmonary disease,06-17,0,0
0,2031,chronic obstructive pulmonary disease,18-64,45,0
0,2031,chronic obstructive pulmonary disease,65+,28,0
0,2031,chronic obstructive pulmonary disease,total,73,0
0,2031,diabetes,0-5,5,0
0,2031,diabetes,06-17,11,0
0,2031,diabetes,18-64,244,1
0,2031,diabetes,65+,155,1
0,2031,diabetes,total,415,1
0,2031,low birth weight,0-5,0,0
0,2031,low birth weight,06-17,1,0
0,2031,low birth weight,18-64,72,1
0,2031,low birth weight,65+,0,0
0,2031,low birth weight,total,73,1
0,2031,coronary heart disease,0-5,0,0
0,2031,coronary heart disease,06-17,0,0
0,2031,coronary heart disease,18-64,36,0
0,2031,coronary heart disease,65+,99,1
0,2031,coronary heart disease,total,135,1
0,2031,lung cancer,0-5,0,0
0,2031,lung cancer,06-17,0,0
0,2031,lung cancer,18-64,14,0
0,2031,lung cancer,65+,51,0
0,2031,lung cancer,total,65,0
0,2031,stroke,0-5,1,0
0,2031,stroke,06-17,1,0
0,2031,stroke,18-64,24,0
0,2031,stroke,65+,89,1
0,2031,stroke,total,115,1
0,2031,total,total,1056,3
0,2032,childhood asthma,0-5,71,1
0,2032,childhood asthma,06-17,104,1
0,2032,childhood asthma,18-64,0,0
0,2032,childhood asthma,65+,0,0
0,2032,childhood asthma,total,175,1
0,2032,chronic obstructive pulmonary disease,0-5,0,0
0,2032,chronic obstructive pulmonary disease,06-17,0,0
0,2032,chronic obstructive pulmonary disease,18-64,45,0
0,2032,chronic obstructive pulmonary disease,65+,28,0
0,2032,chronic obstructive pulmonary disease,total,73,0
0,2032,diabetes,0-5,5,0
0,2032,diabetes,06-17,11,0
0,2032,diabetes,18-64,242,1
0,2032,diabetes,65+,156,1
0,2032,diabetes,total,414,1
0,2032,low birth weight,0-5,0,0
0,2032,low birth weight,06-17,1,0
0,2032,low birth weight,18-64,72,1
0,2032,low birth weight,65+,0,0
0,2032,low birth weight,total,73,1
0,2032,coronary heart disease,0-5,0,0
0,2032,coronary heart disease,06-17,0,0
0,2032,coronary heart disease,18-64,36,0
0,2032,coronary heart disease,65+,100,1
0,2032,coronary heart disease,total,136,1
0,2032,lung cancer,0-5,0,0
0,2032,lung cancer,06-17,0,0
0,2032,lung cancer,18-64,14,0
0,2032,lung cancer,65+,51,0
0,2032,lung cancer,total,65,0
0,2032,stroke,0-5,1,0
0,2032,stroke,06-17,1,0
0,2032,stroke,18-64,24,0
0,2032,stroke,65+,90,1
0,2032,stroke,total,116,1
0,2032,total,total,1052,3
0,2033,childhood asthma,0-5,67,1
0,2033,childhood asthma,06-17,103,1
0,2033,childhood asthma,18-64,0,0
0,2033,childhood asthma,65+,0,0
0,2033,childhood asthma,total,170,1
0,2033,chronic obstructive pulmonary disease,0-5,0,0
0,2033,chronic obstructive pulmonary disease,06-17,0,0
0,2033,chronic obstructive pulmonary disease,18-64,45,0
0,2033,chronic obstructive pulmonary disease,65+,29,0
0,2033,chronic obstructive pulmonary disease,total,74,0
0,2033,diabetes,0-5,5,0
0,2033,diabetes,06-17,11,0
0,2033,diabetes,18-64,241,1
0,2033,diabetes,65+,157,1
0,2033,diabetes,total,414,1
0,2033,low birth weight,0-5,0,0
0,2033,low birth weight,06-17,1,0
0,2033,low birth weight,18-64,71,1
0,2033,low birth weight,65+,0,0
0,2033,low birth weight,total,72,1
0,2033,coronary heart disease,0-5,0,0
0,2033,coronary heart disease,06-17,0,0
0,2033,coronary heart disease,18-64,36,0
0,2033,coronary heart disease,65+,101,1
0,2033,coronary heart disease,total,137,1
0,2033,lung cancer,0-5,0,0
0,2033,lung cancer,06-17,0,0
0,2033,lung cancer,18-64,14,0
0,2033,lung cancer,65+,51,0
0,2033,lung cancer,total,65,0
0,2033,stroke,0-5,1,0
0,2033,stroke,06-17,1,0
0,2033,stroke,18-64,23,0
0,2033,stroke,65+,90,1
0,2033,stroke,total,115,1
0,2033,total,total,1047,3
0,2034,childhood asthma,0-5,63,1
0,2034,childhood asthma,06-17,101,1
0,2034,childhood asthma,18-64,0,0
0,2034,childhood asthma,65+,0,0
0,2034,childhood asthma,total,164,1
0,2034,chronic obstructive pulmonary disease,0-5,0,0
0,2034,chronic obstructive pulmonary disease,06-17,0,0
0,2034,chronic obstructive pulmonary disease,18-64,45,0
0,2034,chronic obstructive pulmonary disease,65+,28,0
0,2034,chronic obstructive pulmonary disease,total,73,0
0,2034,diabetes,0-5,4,0
0,2034,diabetes,06-17,11,0
0,2034,diabetes,18-64,242,1
0,2034,diabetes,65+,158,1
0,2034,diabetes,total,415,1
0,2034,low birth weight,0-5,0,0
0,2034,low birth weight,06-17,1,0
0,2034,low birth weight,18-64,71,1
0,2034,low birth weight,65+,0,0
0,2034,low birth weight,total,72,1
0,2034,coronary heart disease,0-5,0,0
0,2034,coronary heart disease,06-17,0,0
0,2034,coronary heart disease,18-64,36,0
0,2034,coronary heart disease,65+,100,1
0,2034,coronary heart disease,total,136,1
0,2034,lung cancer,0-5,0,0
0,2034,lung cancer,06-17,0,0
0,2034,lung cancer,18-64,14,0
0,2034,lung cancer,65+,51,0
0,2034,lung cancer,total,65,0
0,2034,stroke,0-5,1,0
0,2034,stroke,06-17,1,0
0,2034,stroke,18-64,23,0
0,2034,stroke,65+,90,1
0,2034,stroke,total,115,1
0,2034,total,total,1040,3
0,2035,childhood asthma,0-5,60,1
0,2035,childhood asthma,06-17,100,1
0,2035,childhood asthma,18-64,0,0
0,2035,childhood asthma,65+,0,0
0,2035,childhood asthma,total,160,1
0,2035,chronic obstructive pulmonary disease,0-5,0,0
0,2035,chronic obstructive pulmonary disease,06-17,0,0
0,2035,chronic obstructive pulmonary disease,18-64,45,0
0,2035,chronic obstructive pulmonary disease,65+,29,0
0,2035,chronic obstructive pulmonary disease,total,74,0
0,2035,diabetes,0-5,4,0
0,2035,diabetes,06-17,11,0
0,2035,diabetes,18-64,241,1
0,2035,diabetes,65+,158,1
0,2035,diabetes,total,414,1
0,2035,low birth weight,0-5,0,0
0,2035,low birth weight,06-17,1,0
0,2035,low birth weight,18-64,71,1
0,2035,low birth weight,65+,0,0
0,2035,low birth weight,total,72,1
0,2035,coronary heart disease,0-5,0,0
0,2035,coronary heart disease,06-17,0,0
0,2035,coronary heart disease,18-64,36,0
0,2035,coronary heart disease,65+,101,1
0,2035,coronary heart disease,total,137,1
0,2035,lung cancer,0-5,0,0
0,2035,lung cancer,06-17,0,0
0,2035,lung cancer,18-64,14,0
